Sample	SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Precision	Recall	Accuracy	F1
1020	HumanM60-1-5	KrakenUniq	Human	Multiple	90%	60G	0.999984316	0.999998836	0.999984892	0.999991576
1021	HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	0.997758775	1	0.99887687	0.99887813
1022	HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	0.999729775	1	0.999864851	0.999864869
1023	HumanM60-2-3	Kneaddata	Human	Multiple	50%	60G	0.99947441	0.999999937	0.999737036	0.999737105
1024	HumanM60-2-4	Kneaddata	Human	Multiple	50%	60G	0.999736626	0.999999937	0.999868247	0.999868264
1025	HumanM60-2-5	Kneaddata	Human	Multiple	50%	60G	0.999662481	0.999999958	0.999831163	0.999831191
1026	HumanM60-2-1	BWA	Human	Multiple	50%	60G	0.997873514	1	0.998934491	0.998935625
1027	HumanM60-2-2	BWA	Human	Multiple	50%	60G	0.997853599	1	0.998924491	0.998925646
1028	HumanM60-2-3	BWA	Human	Multiple	50%	60G	0.982347587	1	0.99101519	0.991095198
1029	HumanM60-2-4	BWA	Human	Multiple	50%	60G	0.997979077	1	0.998987492	0.998988517
1030	HumanM60-2-5	BWA	Human	Multiple	50%	60G	0.999850331	0.99999999	0.999925149	0.999925155
1031	HumanM60-2-1	Bowtie2	Human	Multiple	50%	60G	0.999104571	0.997893723	0.99849969	0.99849878
1032	HumanM60-2-2	Bowtie2	Human	Multiple	50%	60G	0.999995468	0.997628435	0.998811957	0.998810549
1033	HumanM60-2-3	Bowtie2	Human	Multiple	50%	60G	0.999885336	0.997657978	0.998771784	0.998770415
1034	HumanM60-2-4	Bowtie2	Human	Multiple	50%	60G	0.999995204	0.997034713	0.998514966	0.998512764
1035	HumanM60-2-5	Bowtie2	Human	Multiple	50%	60G	0.999998204	0.997709281	0.998853745	0.998852431
1036	HumanM60-2-1	Kraken2	Human	Multiple	50%	60G	0.997963341	0.982386253	0.990190692	0.990113534
1037	HumanM60-2-2	Kraken2	Human	Multiple	50%	60G	0.999969366	0.981335312	0.990652624	0.990564713
1038	HumanM60-2-3	Kraken2	Human	Multiple	50%	60G	0.999720281	0.982318866	0.991022008	0.990943185
1039	HumanM60-2-4	Kraken2	Human	Multiple	50%	60G	0.999965048	0.982280417	0.991123041	0.991043845
1040	HumanM60-2-5	Kraken2	Human	Multiple	50%	60G	0.999993943	0.976919617	0.98845685	0.98832212
1041	HumanM60-2-1	KMCP	Human	Multiple	50%	60G	0.999968912	0.789431091	0.894703274	0.882314237
1042	HumanM60-2-2	KMCP	Human	Multiple	50%	60G	0.999999947	0.792645894	0.896322926	0.884330674
1043	HumanM60-2-3	KMCP	Human	Multiple	50%	60G	0.999996239	0.792120465	0.896058743	0.884002124
1044	HumanM60-2-4	KMCP	Human	Multiple	50%	60G	0.999999896	0.799753244	0.899876581	0.888736509
1045	HumanM60-2-5	KMCP	Human	Multiple	50%	60G	0.999999974	0.794727942	0.89736396	0.885624962
1046	HumanM60-2-1	KrakenUniq	Human	Multiple	50%	60G	0.997912774	0.999998792	0.998953601	0.998954694
1047	HumanM60-2-2	KrakenUniq	Human	Multiple	50%	60G	0.999946106	0.999998625	0.999972364	0.999972365
1048	HumanM60-2-3	KrakenUniq	Human	Multiple	50%	60G	0.999692837	0.999998937	0.99984584	0.999845864
1049	HumanM60-2-4	KrakenUniq	Human	Multiple	50%	60G	0.999961563	0.999999062	0.999980312	0.999980312
1050	HumanM60-2-5	KrakenUniq	Human	Multiple	50%	60G	0.999863328	0.999998771	0.99993104	0.999931045
1051	HumanM60-3-1	Kneaddata	Human	Multiple	10%	60G	0.980163187	1	0.997976172	0.989982233
1052	HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	0.997561426	1	0.999755546	0.998779225
1053	HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	0.995305472	1	0.999528333	0.997647213
1054	HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	0.997615333	0.999999896	0.999760953	0.998806191
1055	HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	0.996936634	1	0.999692722	0.998465967
1056	HumanM60-3-1	BWA	Human	Multiple	10%	60G	0.981151946	1	0.998078987	0.990486316
1057	HumanM60-3-2	BWA	Human	Multiple	10%	60G	0.981393628	1	0.998104087	0.990609452
1058	HumanM60-3-3	BWA	Human	Multiple	10%	60G	0.857572138	1	0.983391734	0.923325798
1059	HumanM60-3-4	BWA	Human	Multiple	10%	60G	0.975035968	1	0.997439681	0.987360214
1060	HumanM60-3-5	BWA	Human	Multiple	10%	60G	0.998642803	1	0.999864096	0.999320941
1061	HumanM60-3-1	Bowtie2	Human	Multiple	10%	60G	0.991999524	0.997891827	0.998984383	0.994936952
1062	HumanM60-3-2	Bowtie2	Human	Multiple	10%	60G	0.99995928	0.9976388	0.999759817	0.998797692
1063	HumanM60-3-3	Bowtie2	Human	Multiple	10%	60G	0.998982074	0.997666769	0.999665018	0.998323988
1064	HumanM60-3-4	Bowtie2	Human	Multiple	10%	60G	0.999956069	0.997036443	0.999699264	0.998494121
1065	HumanM60-3-5	Bowtie2	Human	Multiple	10%	60G	0.999982773	0.99770302	0.999768583	0.998841596
1066	HumanM60-3-1	Kraken2	Human	Multiple	10%	60G	0.981939288	0.995381545	0.996355692	0.988614725
1067	HumanM60-3-2	Kraken2	Human	Multiple	10%	60G	0.999716884	0.994719903	0.999113552	0.997212134
1068	HumanM60-3-3	Kraken2	Human	Multiple	10%	60G	0.997501327	0.995162425	0.998831626	0.996330503
1069	HumanM60-3-4	Kraken2	Human	Multiple	10%	60G	0.999678627	0.995024583	0.99915562	0.997346176
1070	HumanM60-3-5	Kraken2	Human	Multiple	10%	60G	0.999944128	0.99251004	0.998799307	0.996213215
1071	HumanM60-3-1	KMCP	Human	Multiple	10%	60G	0.999724483	0.789603408	0.97893858	0.882326669
1072	HumanM60-3-2	KMCP	Human	Multiple	10%	60G	0.999999211	0.792423368	0.979242274	0.884191878
1073	HumanM60-3-3	KMCP	Human	Multiple	10%	60G	0.999966202	0.792076277	0.979204951	0.88396287
1074	HumanM60-3-4	KMCP	Human	Multiple	10%	60G	0.999998828	0.799877706	0.979987677	0.88881293
1075	HumanM60-3-5	KMCP	Human	Multiple	10%	60G	0.999999738	0.794713316	0.979471311	0.885615788
1076	HumanM60-3-1	KrakenUniq	Human	Multiple	10%	60G	0.981499211	0.999998646	0.998114915	0.990662572
1077	HumanM60-3-2	KrakenUniq	Human	Multiple	10%	60G	0.999521051	0.999998542	0.999951936	0.999759739
1078	HumanM60-3-3	KrakenUniq	Human	Multiple	10%	60G	0.997256439	0.999998437	0.999724733	0.998625556
1079	HumanM60-3-4	KrakenUniq	Human	Multiple	10%	60G	0.999653653	0.99999875	0.999965228	0.999826172
1080	HumanM60-3-5	KrakenUniq	Human	Multiple	10%	60G	0.998761091	0.999999062	0.999875862	0.999379693
