SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
HumanS10-3-3	Kraken2	Human	Single	10%	10G	3999908	35999182	39999090	3929528	497	70380	35998675	0.319921875	6.941533333	4.11	11.03	0.999873538	0.982404595	0.998228034	0.991062093
HumanS10-3-4	Kraken2	Human	Single	10%	10G	3999908	35999180	39999088	3928926	501	70982	35998671	0.319921875	6.941533333	4.12	10.97951667	0.9998725	0.982254092	0.998212884	0.990984994
HumanS10-3-5	Kraken2	Human	Single	10%	10G	3999908	35999178	39999086	3907493	476	92415	35998696	0.319921875	6.941533333	4.11	10.96331667	0.999878198	0.976895719	0.997677672	0.988253358
HumanS30-2-1	Kraken2	Human	Single	50%	30G	47998900	47999100	95998000	47152932	699	845968	47998201	0.319921875	6.941533333	4.13	27.44423333	0.999985176	0.982375263	0.99118035	0.991102002
HumanS30-2-2	Kraken2	Human	Single	50%	30G	47998900	47999084	95997984	47103631	671	895269	47998229	0.319921875	6.941533333	4.12	27.32015	0.999985755	0.981348135	0.990667078	0.990579287
HumanS30-2-3	Kraken2	Human	Single	50%	30G	47998900	47999088	95997988	47150697	649	848203	47998251	0.319921875	6.941533333	4.13	27.10325	0.999986236	0.982328699	0.991157589	0.991078825
HumanS30-2-4	Kraken2	Human	Single	50%	30G	47998900	47999064	95997964	47149694	703	849206	47998197	0.319921875	6.941533333	4.12	31.43868333	0.99998509	0.982307803	0.991146578	0.991067627
HumanS30-2-5	Kraken2	Human	Single	50%	30G	47998900	47999082	95997982	46891358	641	1107542	47998259	0.319921875	6.941533333	4.12	32.86773333	0.99998633	0.97692568	0.988456163	0.988321504
HumanS60-2-1	Kraken2	Human	Single	50%	60G	95997800	95998178	191995978	94306919	1345	1690881	95996455	0.319921875	6.941533333	4.11	70.25238333	0.999985738	0.982386253	0.991186121	0.991107871
HumanS60-2-2	Kraken2	Human	Single	50%	60G	95997800	95998178	191995978	94206031	1357	1791769	95996443	0.319921875	6.941533333	4.12	69.96375	0.999985596	0.981335312	0.990660588	0.990572676
HumanS60-2-3	Kraken2	Human	Single	50%	60G	95997800	95998172	191995972	94300450	1326	1697350	95996474	0.319921875	6.941533333	4.12	70.46858333	0.999985939	0.982318866	0.991152526	0.991073674
HumanS60-2-4	Kraken2	Human	Single	50%	60G	95997800	95998124	191995924	94296759	1397	1701041	95996403	0.319921875	6.941533333	4.12	70.23696667	0.999985185	0.982280417	0.991132932	0.991053735
HumanS60-2-5	Kraken2	Human	Single	50%	60G	95997800	95998158	191995958	93782134	1340	2215666	95996460	0.319921875	6.941533333	4.12	71.52765	0.999985712	0.976919617	0.988452829	0.988318099
HumanS10-2-1	Kraken2	Human	Single	50%	10G	19999544	19999624	39999168	19647365	297	352179	19999247	0.319921875	6.941533333	4.12	11.3723	0.999984884	0.982390649	0.991187899	0.991109689
HumanS10-2-2	Kraken2	Human	Single	50%	10G	19999544	19999638	39999182	19627174	285	372370	19999259	0.319921875	6.941533333	4.12	11.3253	0.99998548	0.981381075	0.990683413	0.990595933
HumanS10-2-3	Kraken2	Human	Single	50%	10G	19999544	19999628	39999172	19646657	279	352887	19999265	0.319921875	6.941533333	4.11	11.54466667	0.999985799	0.982355248	0.991170649	0.991092122
HumanS10-2-4	Kraken2	Human	Single	50%	10G	19999544	19999600	39999144	19645628	259	353916	19999285	0.319921875	6.941533333	4.11	11.57298333	0.999986817	0.982303797	0.991145423	0.991066436
HumanS10-2-5	Kraken2	Human	Single	50%	10G	19999544	19999606	39999150	19537607	273	461937	19999271	0.319921875	6.941533333	4.12	11.62966667	0.999986027	0.976902623	0.988444487	0.988309557
HumanS30-1-1	Kraken2	Human	Single	90%	30G	86398020	9600108	95998128	84876301	147	1521719	9599633	0.319921875	6.941533333	4.1	37.71965	0.999998268	0.982387108	0.984146866	0.991114461
HumanS30-1-2	Kraken2	Human	Single	90%	30G	86398020	9600132	95998152	84785262	142	1612758	9599638	0.319921875	6.941533333	4.11	34.78265	0.999998325	0.981333392	0.983198573	0.990577943
HumanS30-1-3	Kraken2	Human	Single	90%	30G	86398020	9600102	95998122	84870411	122	1527609	9599658	0.319921875	6.941533333	4.12	34.00226667	0.999998563	0.982318935	0.984085771	0.991079909
HumanS30-1-4	Kraken2	Human	Single	90%	30G	86398020	9600078	95998098	84867686	138	1530334	9599642	0.319921875	6.941533333	4.12	34.15408333	0.999998374	0.982287395	0.984057218	0.991063764
HumanS30-1-5	Kraken2	Human	Single	90%	30G	86398020	9600102	95998122	84404204	143	1993816	9599637	0.319921875	6.941533333	4.11	35.27168333	0.999998306	0.976922897	0.979229118	0.988325929
HumanS60-1-1	Kraken2	Human	Single	90%	60G	172796040	19200206	191996246	99999712	288	3041805	19199272	0.319921875	6.941533333	4.13	60.33003333	0.99999712	0.970479812	0.975113987	0.985017384
HumanS60-1-2	Kraken2	Human	Single	90%	60G	169342352	19200260	188542612	99999721	279	3162214	19199281	0.319921875	6.941533333	4.12	58.54558333	0.99999721	0.969347085	0.974154508	0.984433634
HumanS60-1-3	Kraken2	Human	Single	90%	60G	172796040	19200250	191996290	99999732	268	3056171	19199292	0.319921875	6.941533333	4.13	60.11646667	0.99999732	0.970344532	0.974999571	0.984947795
HumanS60-1-4	Kraken2	Human	Single	90%	60G	172796040	19200186	191996226	99999752	248	3059753	19199312	0.319921875	6.941533333	4.13	60.07896667	0.99999752	0.970310812	0.974971173	0.984930521
HumanS60-1-5	Kraken2	Human	Single	90%	60G	166662502	19200160	185862662	99999736	264	3849719	19199296	0.319921875	6.941533333	4.14	58.98033333	0.99999736	0.96292981	0.968711793	0.981113597
HumanS10-1-1	Kraken2	Human	Single	90%	10G	35999172	3999908	39999080	35364454	47	634718	3999861	0.319921875	6.941533333	4.12	12.30005	0.999998671	0.982368539	0.98413051	0.991105208
HumanS10-1-2	Kraken2	Human	Single	90%	10G	35999172	3999908	39999080	35328036	65	671136	3999843	0.319921875	6.941533333	4.12	12.56636667	0.99999816	0.981356905	0.983219589	0.990589841
HumanS10-1-3	Kraken2	Human	Single	90%	10G	35999172	3999908	39999080	35364044	44	635128	3999864	0.319921875	6.941533333	4.12	12.46945	0.999998756	0.98235715	0.984120335	0.991099454
HumanS10-1-4	Kraken2	Human	Single	90%	10G	35999172	3999908	39999080	35362270	55	636902	3999853	0.319921875	6.941533333	4.12	12.57008333	0.999998445	0.982307871	0.984075709	0.99107422
HumanS10-1-5	Kraken2	Human	Single	90%	10G	35999172	3999908	39999080	35169020	56	830152	3999852	0.319921875	6.941533333	4.12	12.45963333	0.999998408	0.976939692	0.979244323	0.988334573
HumanM30-3-1	KrakenUniq	Human	Multiple	10%	30G	9599794	86398236	95998030	9599766	180554	14	86217466	51.95	132.5924167	33.28	60.86026667	0.98153905	0.999998542	0.99811904	0.990682814
HumanM30-3-2	KrakenUniq	Human	Multiple	10%	30G	9599786	86398258	95998044	9599770	4646	10	86393374	51.95	132.5924167	33.5	57.061	0.999516264	0.999998958	0.999951499	0.999757553
HumanM30-3-3	KrakenUniq	Human	Multiple	10%	30G	9599792	86398268	95998060	9599762	26386	18	86371634	51.95	132.5924167	33.65	49.6025	0.997258924	0.999998125	0.999724952	0.998626646
HumanM30-3-4	KrakenUniq	Human	Multiple	10%	30G	9599792	86398252	95998044	9599762	3346	18	86394674	51.95	132.5924167	33.66	55.10301667	0.999651571	0.999998125	0.999964958	0.999824818
HumanM30-3-5	KrakenUniq	Human	Multiple	10%	30G	9599786	86398214	95998000	9599766	11878	14	86386142	51.95	132.5924167	33.68	43.3643	0.998764207	0.999998542	0.999876122	0.999380993
HumanM60-3-1	KrakenUniq	Human	Multiple	10%	60G	19199586	172796430	191996016	19199534	361902	26	172434138	51.95	132.5924167	33.57	115.1120167	0.981499211	0.999998646	0.998114915	0.990662572
HumanM60-3-2	KrakenUniq	Human	Multiple	10%	60G	19199586	172796536	191996122	19199532	9200	28	172786840	51.95	132.5924167	33.69	95.68736667	0.999521051	0.999998542	0.999951936	0.999759739
HumanM60-3-3	KrakenUniq	Human	Multiple	10%	60G	19199586	172796526	191996112	19199530	52820	30	172743220	51.95	132.5924167	33.76	94.71485	0.997256439	0.999998437	0.999724733	0.998625556
HumanM60-3-4	KrakenUniq	Human	Multiple	10%	60G	19199578	172796508	191996086	19199536	6652	24	172789388	51.95	132.5924167	33.67	108.7951333	0.999653653	0.99999875	0.999965228	0.999826172
HumanM60-3-5	KrakenUniq	Human	Multiple	10%	60G	19199584	172796412	191995996	19199542	23816	18	172772224	51.95	132.5924167	33.75	93.93543333	0.998761091	0.999999062	0.999875862	0.999379693
HumanM10-3-1	KrakenUniq	Human	Multiple	10%	10G	3999912	35999258	39999170	3999902	75500	6	35923672	51.95	132.5924167	33.36	25.13726667	0.98147422	0.9999985	0.998112307	0.990649771
HumanM10-3-2	KrakenUniq	Human	Multiple	10%	10G	3999908	35999288	39999196	3999904	1962	4	35997210	51.95	132.5924167	33.64	20.20741667	0.999509729	0.999999	0.999950849	0.999754304
HumanM10-3-3	KrakenUniq	Human	Multiple	10%	10G	3999912	35999270	39999182	3999904	10924	4	35988248	51.95	132.5924167	33.67	21.19635	0.997276373	0.999999	0.999726794	0.998635831
HumanM10-3-4	KrakenUniq	Human	Multiple	10%	10G	3999914	35999282	39999196	3999904	1408	4	35997764	51.95	132.5924167	33.67	21.53888333	0.999648115	0.999999	0.999964699	0.999823527
HumanM10-3-5	KrakenUniq	Human	Multiple	10%	10G	3999908	35999248	39999156	3999900	5032	8	35994140	51.95	132.5924167	33.67	19.46416667	0.998743549	0.999998	0.999873997	0.999370381
HumanM30-2-1	KrakenUniq	Human	Multiple	50%	30G	47998906	47999428	95998334	47998834	100204	66	47898696	51.95	132.5924167	33.7	58.533	0.997916715	0.999998625	0.998955497	0.998956585
HumanM30-2-2	KrakenUniq	Human	Multiple	50%	30G	47998900	47999584	95998484	47998838	2600	62	47996300	51.95	132.5924167	33.73	61.2675	0.999945835	0.999998708	0.99997227	0.999972271
HumanM30-2-3	KrakenUniq	Human	Multiple	50%	30G	47998906	47999668	95998574	47998842	14684	58	47984216	51.95	132.5924167	33.77	59.73806667	0.99969417	0.999998792	0.999846434	0.999846457
HumanM30-2-4	KrakenUniq	Human	Multiple	50%	30G	47998912	47999592	95998504	47998844	1878	56	47997022	51.95	132.5924167	33.78	58.72565	0.999960876	0.999998833	0.999979854	0.999979854
HumanM30-2-5	KrakenUniq	Human	Multiple	50%	30G	47998904	47999472	95998376	47998842	6726	58	47992174	51.95	132.5924167	33.77	58.22675	0.999859891	0.999998792	0.999929332	0.999929337
HumanM60-2-1	KrakenUniq	Human	Multiple	50%	60G	95997814	95998806	191996620	95997684	200788	116	95797012	51.95	132.5924167	33.62	124.6470833	0.997912774	0.999998792	0.998953601	0.998954694
HumanM60-2-2	KrakenUniq	Human	Multiple	50%	60G	95997810	95999128	191996938	95997668	5174	132	95992626	51.95	132.5924167	33.72	119.0067667	0.999946106	0.999998625	0.999972364	0.999972365
HumanM60-2-3	KrakenUniq	Human	Multiple	50%	60G	95997814	95999344	191997158	95997698	29496	102	95968304	51.95	132.5924167	33.83	122.0063	0.999692837	0.999998937	0.99984584	0.999845864
HumanM60-2-4	KrakenUniq	Human	Multiple	50%	60G	95997814	95999116	191996930	95997710	3690	90	95994110	51.95	132.5924167	33.68	128.3446833	0.999961563	0.999999062	0.999980312	0.999980312
HumanM60-2-5	KrakenUniq	Human	Multiple	50%	60G	95997808	95998942	191996750	95997682	13122	118	95984678	51.95	132.5924167	33.69	115.7489833	0.999863328	0.999998771	0.99993104	0.999931045
HumanM10-2-1	KrakenUniq	Human	Multiple	50%	10G	19999546	19999756	39999302	19999518	41796	26	19957748	51.95	132.5924167	33.68	22.9195	0.997914508	0.9999987	0.998954426	0.998955517
HumanM10-2-2	KrakenUniq	Human	Multiple	50%	10G	19999544	19999844	39999388	19999516	1110	28	19998434	51.95	132.5924167	33.72	24.7257	0.999944502	0.9999986	0.999971549	0.99997155
HumanM10-2-3	KrakenUniq	Human	Multiple	50%	10G	19999546	19999868	39999414	19999514	6192	30	19993352	51.95	132.5924167	33.71	25.68918333	0.999690488	0.9999985	0.999844446	0.99984447
HumanM10-2-4	KrakenUniq	Human	Multiple	50%	10G	19999550	19999866	39999416	19999516	762	28	19998782	51.95	132.5924167	33.73	25.15183333	0.999961901	0.9999986	0.99998025	0.99998025
HumanM10-2-5	KrakenUniq	Human	Multiple	50%	10G	19999544	19999790	39999334	19999524	2736	20	19996808	51.95	132.5924167	33.73	24.02015	0.999863215	0.999999	0.999931098	0.999931103
HumanM30-1-1	KrakenUniq	Human	Multiple	90%	30G	86398020	9600586	95998606	86397912	20180	108	9579600	51.95	132.5924167	33.71	69.00621667	0.999766484	0.99999875	0.999788662	0.999882604
HumanM30-1-2	KrakenUniq	Human	Multiple	90%	30G	86398020	9600894	95998914	86397894	538	126	9599242	51.95	132.5924167	33.72	66.95636667	0.999993773	0.999998542	0.999993083	0.999996157
HumanM30-1-3	KrakenUniq	Human	Multiple	90%	30G	86398022	9601044	95999066	86397926	2992	94	9596788	51.95	132.5924167	33.77	68.7022	0.999965371	0.999998912	0.999967853	0.999982141
HumanM30-1-4	KrakenUniq	Human	Multiple	90%	30G	86398026	9600902	95998928	86397940	350	80	9599430	51.95	132.5924167	33.77	69.89703333	0.999995949	0.999999074	0.999995521	0.999997512
HumanM30-1-5	KrakenUniq	Human	Multiple	90%	30G	86398020	9600722	95998742	86397427	1324	593	9598456	51.95	132.5924167	33.76	62.91736667	0.999984676	0.999993136	0.999980031	0.999988906
HumanM60-1-1	KrakenUniq	Human	Multiple	90%	60G	172796042	19201166	191997208	172795824	40168	216	19159392	51.95	132.5924167	33.43	153.6220833	0.999767595	0.99999875	0.999789662	0.999883159
HumanM60-1-2	KrakenUniq	Human	Multiple	90%	60G	169342352	19201768	188544120	169342122	1068	230	19198492	51.95	132.5924167	33.7	133.9634333	0.999993693	0.999998642	0.999993116	0.999996168
HumanM60-1-3	KrakenUniq	Human	Multiple	90%	60G	172796042	19202072	191998114	172795842	5942	198	19193618	51.95	132.5924167	33.81	135.0440833	0.999965614	0.999998854	0.99996802	0.999982234
HumanM60-1-4	KrakenUniq	Human	Multiple	90%	60G	172796046	19201838	191997884	172795878	742	162	19198818	51.95	132.5924167	33.8	140.9416	0.999995706	0.999999062	0.999995292	0.999997384
HumanM60-1-5	KrakenUniq	Human	Multiple	90%	60G	166662502	19201374	185863876	166662308	2614	194	19196946	51.95	132.5924167	33.83	133.4898333	0.999984316	0.999998836	0.999984892	0.999991576
HumanM10-1-1	KrakenUniq	Human	Multiple	90%	10G	35999172	4000264	39999436	35999122	8560	50	3991348	51.95	132.5924167	33.57	32.17715	0.999762273	0.999998611	0.999784745	0.999880428
HumanM10-1-2	KrakenUniq	Human	Multiple	90%	10G	35999172	4000378	39999550	35999126	242	46	3999666	51.95	132.5924167	33.6	31.64408333	0.999993278	0.999998722	0.9999928	0.999996
HumanM10-1-3	KrakenUniq	Human	Multiple	90%	10G	35999174	4000440	39999614	35999122	1220	50	3998688	51.95	132.5924167	33.7	29.02953333	0.999966111	0.999998611	0.999968249	0.999982361
HumanM10-1-4	KrakenUniq	Human	Multiple	90%	10G	35999176	4000430	39999606	35999124	138	48	3999770	51.95	132.5924167	33.72	29.81245	0.999996167	0.999998667	0.99999535	0.999997417
HumanM10-1-5	KrakenUniq	Human	Multiple	90%	10G	35999172	4000296	39999468	35999134	554	38	3999354	51.95	132.5924167	33.69	26.9128	0.999984611	0.999998944	0.9999852	0.999991778
HumanS30-3-1	KrakenUniq	Human	Single	10%	30G	9599780	86398058	95997838	9599766	18600	14	86379420	51.95	132.5924167	33.6	45.97855	0.9980662	0.999998542	0.9998061	0.999031436
HumanS30-3-2	KrakenUniq	Human	Single	10%	30G	9599780	86398062	95997842	9599770	18752	10	86379268	51.95	132.5924167	33.48	53.50385	0.998050428	0.999998958	0.999804558	0.999023743
HumanS30-3-3	KrakenUniq	Human	Single	10%	30G	9599780	86398052	95997832	9599762	18756	18	86379264	51.95	132.5924167	33.59	50.5956	0.998050011	0.999998125	0.999804433	0.999023118
HumanS30-3-4	KrakenUniq	Human	Single	10%	30G	9599780	86398044	95997824	9599762	19200	18	86378820	51.95	132.5924167	33.65	48.82858333	0.998003943	0.999998125	0.999799808	0.999000039
HumanS30-3-5	KrakenUniq	Human	Single	10%	30G	9599780	86398044	95997824	9599766	18714	14	86379306	51.95	132.5924167	33.63	50.8606	0.99805437	0.999998542	0.999804912	0.99902551
HumanS60-3-1	KrakenUniq	Human	Single	10%	60G	19199560	172796118	191995678	19199534	37120	26	172758920	51.95	132.5924167	33.36	102.6874333	0.99807035	0.999998646	0.999806527	0.999033568
HumanS60-3-2	KrakenUniq	Human	Single	10%	60G	19199560	172796130	191995690	19199532	37706	28	172758334	51.95	132.5924167	33.26	110.6483	0.998039947	0.999998542	0.999803464	0.999018285
HumanS60-3-3	KrakenUniq	Human	Single	10%	60G	19199560	172796122	191995682	19199530	37308	30	172758732	51.95	132.5924167	33.66	99.1601	0.998060596	0.999998437	0.999805527	0.999028577
HumanS60-3-4	KrakenUniq	Human	Single	10%	60G	19199560	172796096	191995656	19199536	37718	24	172758322	51.95	132.5924167	33.56	100.8682667	0.998039325	0.99999875	0.999803423	0.999018077
HumanS60-3-5	KrakenUniq	Human	Single	10%	60G	19199560	172796102	191995662	19199542	37546	18	172758494	51.95	132.5924167	33.56	100.8682667	0.998048249	0.999999062	0.99980435	0.999022704
HumanS10-3-1	KrakenUniq	Human	Single	10%	10G	3999908	35999182	39999090	3999902	7858	6	35991314	51.95	132.5924167	33.58	20.502	0.998039304	0.9999985	0.999803395	0.999017941
HumanS10-3-2	KrakenUniq	Human	Single	10%	10G	3999908	35999180	39999088	3999904	7706	4	35991466	51.95	132.5924167	33.59	20.86871667	0.998077158	0.999999	0.999807246	0.999037155
HumanS10-3-3	KrakenUniq	Human	Single	10%	10G	3999908	35999182	39999090	3999904	7806	4	35991366	51.95	132.5924167	33.59	20.87486667	0.998052254	0.999999	0.999804746	0.999024679
HumanS10-3-4	KrakenUniq	Human	Single	10%	10G	3999908	35999180	39999088	3999904	7964	4	35991208	51.95	132.5924167	33.57	21.43468333	0.998012909	0.999999	0.999800795	0.999004967
HumanS10-3-5	KrakenUniq	Human	Single	10%	10G	3999908	35999178	39999086	3999900	7766	8	35991406	51.95	132.5924167	33.6	22.4196	0.998062214	0.999998	0.999805646	0.999029169
HumanS30-2-1	KrakenUniq	Human	Single	50%	30G	47998900	47999100	95998000	47998834	10280	66	47988620	51.95	132.5924167	33.5	58.38243333	0.999785874	0.999998625	0.999892227	0.999892238
HumanS30-2-2	KrakenUniq	Human	Single	50%	30G	47998900	47999084	95997984	47998838	10330	62	47988570	51.95	132.5924167	33.47	58.54605	0.999784833	0.999998708	0.999891748	0.999891759
HumanS30-2-3	KrakenUniq	Human	Single	50%	30G	47998900	47999088	95997988	47998842	10316	58	47988584	51.95	132.5924167	33.67	61.77651667	0.999785124	0.999998792	0.999891935	0.999891947
HumanS30-2-4	KrakenUniq	Human	Single	50%	30G	47998900	47999064	95997964	47998844	10654	56	47988246	51.95	132.5924167	33.72	62.59493333	0.999778086	0.999998833	0.999888435	0.999888447
HumanS30-2-5	KrakenUniq	Human	Single	50%	30G	47998900	47999082	95997982	47998842	10328	58	47988572	51.95	132.5924167	33.73	59.88346667	0.999784874	0.999998792	0.99989181	0.999891822
HumanS60-2-1	KrakenUniq	Human	Single	50%	60G	95997800	95998178	191995978	95997684	20602	116	95977198	51.95	132.5924167	33.62	118.4055167	0.999785437	0.999998792	0.999892091	0.999892103
HumanS60-2-2	KrakenUniq	Human	Single	50%	60G	95997800	95998178	191995978	95997668	20844	132	95976956	51.95	132.5924167	33.67	118.08065	0.999782917	0.999998625	0.999890747	0.999890759
HumanS60-2-3	KrakenUniq	Human	Single	50%	60G	95997800	95998172	191995972	95997698	20650	102	95977150	51.95	132.5924167	33.66	126.38655	0.999784937	0.999998937	0.999891914	0.999891926
HumanS60-2-4	KrakenUniq	Human	Single	50%	60G	95997800	95998124	191995924	95997710	21324	90	95976476	51.95	132.5924167	33.74	122.9788167	0.999777919	0.999999062	0.999888466	0.999888479
HumanS60-2-5	KrakenUniq	Human	Single	50%	60G	95997800	95998158	191995958	95997682	20614	118	95977186	51.95	132.5924167	33.41	131.1783667	0.999785312	0.999998771	0.999892018	0.99989203
HumanS10-2-1	KrakenUniq	Human	Single	50%	10G	19999544	19999624	39999168	19999518	4382	26	19995162	51.95	132.5924167	33.61	24.0246	0.999780943	0.9999987	0.999889797	0.999889809
HumanS10-2-2	KrakenUniq	Human	Single	50%	10G	19999544	19999638	39999182	19999516	4342	28	19995202	51.95	132.5924167	33.67	26.83776667	0.999782942	0.9999986	0.999890748	0.999890759
HumanS10-2-3	KrakenUniq	Human	Single	50%	10G	19999544	19999628	39999172	19999514	4266	30	19995278	51.95	132.5924167	33.66	24.8789	0.99978674	0.9999985	0.999892598	0.999892609
HumanS10-2-4	KrakenUniq	Human	Single	50%	10G	19999544	19999600	39999144	19999516	4328	28	19995216	51.95	132.5924167	33.64	25.61673333	0.999783642	0.9999986	0.999891098	0.999891109
HumanS10-2-5	KrakenUniq	Human	Single	50%	10G	19999544	19999606	39999150	19999524	4418	20	19995126	51.95	132.5924167	33.68	25.22468333	0.999779144	0.999999	0.999889047	0.99988906
